duration,protocol,service,flag,src_bytes,dst_bytes,land,wrong_frag,urgent,count,serror_rate,dst_host_same_srv_rate,label
60,TCP,ftp,SF,934,1743,0,1,0,31,0.18,0.7,r2l
5,TCP,http,SF,1440,2137,0,3,3,9,0.08,0.8,normal
5,UDP,ntp_u,SF,976,551,0,3,3,32,0.21,0.77,normal
1,ICMP,echo,SF,0,0,0,1,1,10,0.06,0.56,probe
120,TCP,smtp,SF,1223,2140,0,1,1,18,0.04,0.83,normal
30,UDP,ntp_u,SF,1119,722,0,0,0,90,0.13,0.76,normal
30,UDP,dns,SF,922,571,0,2,0,2,0.47,0.91,normal
0,TCP,http,SF,1306,1972,0,1,3,18,0.23,0.86,normal
60,TCP,http,SF,1386,1737,0,0,1,5,0.17,0.95,normal
10,TCP,http,S1,488,1978,0,1,1,18,0.47,0.51,normal
5,TCP,http,REJ,1273,2143,0,0,3,8,0.23,0.92,dos
10,UDP,dns,SF,905,790,0,3,2,26,0.49,0.54,normal
5,TCP,http,SF,939,910,0,2,3,15,0.14,0.8,normal
5,TCP,smtp,SF,796,2080,0,3,3,7,0.11,0.82,normal
15,TCP,smtp,SF,1334,1443,0,0,3,6,0.2,0.6,normal
20,ICMP,echo,SF,0,0,0,2,0,38,0.43,0.66,probe
0,TCP,ftp,SF,864,943,0,2,0,17,0.07,0.72,r2l
60,UDP,eco_i,SF,1189,589,0,3,3,37,0.17,0.82,normal
30,TCP,ftp,SF,1752,971,0,1,3,22,0.65,0.76,r2l
10,TCP,smtp,SF,1422,1922,0,2,2,13,0.16,0.88,normal
10,TCP,http,SF,948,1643,0,0,2,27,0.42,0.49,normal
0,UDP,dns,SF,666,273,0,3,1,21,0.03,0.69,normal
0,UDP,dns,SF,1273,265,0,0,3,3,0.07,0.89,normal
10,TCP,http,REJ,1212,1977,0,3,3,4,0.29,0.81,dos
5,TCP,smtp,REJ,953,946,0,0,3,45,0.07,0.58,dos
1,TCP,http,SF,1216,1673,0,3,2,5,0.37,0.64,normal
0,TCP,http,SF,1423,1440,0,3,1,1,0.33,0.76,normal
60,TCP,telnet,REJ,830,841,0,1,1,0,0.23,0.67,dos
10,TCP,ftp,SF,1147,1652,0,2,3,1,0.42,0.89,r2l
5,TCP,http,REJ,902,1281,0,2,0,0,0.09,0.67,dos
5,UDP,ntp_u,SF,69,654,0,0,2,1,0.51,0.91,normal
10,TCP,http,SF,934,1399,0,0,0,27,0.39,0.7,normal
5,TCP,ftp,REJ,1286,1375,0,3,3,1,0.38,0.83,dos
20,TCP,ftp,REJ,1751,557,0,1,3,9,0.07,0.89,dos
120,ICMP,echo,SF,0,0,0,0,0,21,0.12,0.82,probe
15,TCP,http,REJ,624,2500,0,1,0,7,0.24,0.85,dos
1,TCP,telnet,SF,1265,1328,0,3,2,50,0.17,0.93,r2l
2,TCP,ftp,SF,1875,1230,0,0,3,35,0.5,0.58,r2l
20,TCP,ftp,SF,2226,975,0,0,2,14,0.38,0.6,r2l
30,TCP,http,SF,924,1597,0,1,3,3,0.31,0.6,normal
5,TCP,smtp,SF,345,1695,0,0,3,46,0.43,0.53,normal
1,TCP,http,SF,790,1257,0,1,2,2,0.37,0.82,normal
20,UDP,dns,SF,895,880,0,3,2,61,0.17,0.79,normal
0,TCP,ftp,REJ,1392,1939,0,1,2,15,0.12,0.56,dos
15,TCP,http,S1,1083,1162,0,1,2,20,0.43,0.59,normal
0,TCP,smtp,SF,429,689,0,3,1,23,0.38,0.55,normal
10,TCP,telnet,SF,1411,1390,0,3,2,19,0.18,0.42,r2l
20,TCP,http,REJ,891,2066,0,0,1,35,0.26,0.59,dos
20,TCP,http,REJ,1175,1528,0,1,0,45,0.21,0.81,dos
0,ICMP,echo,SF,0,0,0,2,3,8,0.22,0.68,probe
120,UDP,ntp_u,SF,942,675,0,2,1,4,0.31,0.62,normal
5,TCP,http,SF,243,1712,0,0,3,19,0.14,0.89,normal
30,TCP,smtp,SF,795,1809,0,2,3,46,0.03,0.88,normal
1,TCP,smtp,SF,713,1731,0,2,0,8,0.21,0.99,normal
15,TCP,http,SF,389,1262,0,3,1,14,0.18,0.83,normal
1,TCP,ftp,S1,1030,1099,0,1,2,4,0.13,0.77,r2l
60,TCP,telnet,SF,1100,1527,0,2,3,1,0.29,0.88,r2l
10,TCP,ftp,SF,747,1967,0,0,1,20,0.34,0.63,r2l
15,ICMP,echo,SF,0,0,0,2,2,5,0.34,0.59,probe
20,UDP,ntp_u,SF,912,602,0,2,3,13,0.39,0.85,normal
1,TCP,http,S1,1072,1339,0,1,1,46,0.53,0.87,normal
15,ICMP,echo,SF,0,0,0,1,2,0,0.42,0.38,probe
15,UDP,ntp_u,SF,876,779,0,0,3,39,0.17,0.63,normal
60,UDP,dns,SF,671,685,0,0,0,21,0.04,0.7,normal
2,TCP,telnet,SF,646,1321,0,0,1,20,0.18,0.76,r2l
0,TCP,telnet,REJ,785,1244,0,2,3,14,0.32,0.58,dos
15,TCP,http,SF,554,1178,0,0,0,2,0.06,0.68,normal
2,TCP,http,SF,1589,1538,0,1,1,37,0.22,0.7,normal
0,TCP,http,REJ,333,1070,0,1,2,11,0.52,0.7,dos
15,TCP,http,SF,1586,1314,0,1,2,27,0.18,0.7,normal
20,TCP,ftp,SF,1164,1275,0,0,2,27,0.06,0.71,r2l
15,TCP,ftp,SF,448,1591,0,2,2,36,0.38,0.9,r2l
15,UDP,ntp_u,SF,1359,948,0,0,3,11,0.34,0.66,normal
20,TCP,ftp,SF,107,1397,0,2,3,33,0.27,0.69,r2l
10,ICMP,echo,SF,0,0,0,1,0,3,0.26,0.78,probe
0,TCP,ftp,SF,1197,1126,0,1,2,4,0.58,0.79,r2l
10,TCP,http,SF,770,2181,0,2,1,27,0.37,0.72,normal
20,UDP,eco_i,SF,452,1358,0,3,2,45,0.2,0.85,normal
5,UDP,eco_i,SF,1607,711,0,3,3,1,0.15,0.78,normal
60,UDP,ntp_u,SF,261,582,0,0,2,43,0.11,0.81,normal
120,TCP,http,SF,1400,962,0,2,0,32,0.6,0.98,normal
15,TCP,http,REJ,1188,1534,0,0,2,3,0.16,0.78,dos
60,TCP,http,S1,0,2551,0,3,3,4,0.27,0.58,normal
10,TCP,http,REJ,736,1323,0,1,1,4,0.4,0.69,dos
15,TCP,smtp,S1,370,2865,0,0,3,85,0.21,0.76,normal
20,TCP,telnet,SF,349,1476,0,0,1,56,0.1,0.75,r2l
10,ICMP,echo,SF,0,0,0,3,1,11,0.42,0.65,probe
1,TCP,telnet,SF,1787,1465,0,2,1,18,0.33,0.34,r2l
60,UDP,eco_i,SF,698,1385,0,0,0,0,0.35,0.86,normal
15,TCP,telnet,SF,895,2118,0,3,1,37,0.13,0.52,r2l
15,ICMP,echo,SF,0,0,0,3,3,52,0.18,0.45,probe
120,TCP,http,SF,955,2074,0,0,1,7,0.45,0.68,normal
60,ICMP,echo,SF,0,0,0,1,2,8,0.45,0.76,probe
120,ICMP,echo,SF,0,0,0,3,2,50,0.33,0.18,probe
30,UDP,ntp_u,SF,629,1268,0,0,2,28,0.16,0.45,normal
5,TCP,http,SF,773,1206,0,1,2,18,0.05,0.76,normal
1,TCP,http,SF,1244,1733,0,0,0,31,0.19,0.87,normal
15,TCP,smtp,REJ,842,593,0,1,0,7,0.15,0.55,dos
0,UDP,dns,SF,915,1078,0,0,0,41,0.46,0.82,normal
2,TCP,ftp,SF,327,1970,0,1,2,4,0.11,0.64,r2l
0,TCP,http,SF,1883,1251,0,0,0,56,0.02,0.53,normal
0,TCP,smtp,S1,1136,520,0,3,2,14,0.15,0.8,normal
15,TCP,http,REJ,1380,1616,0,3,3,9,0.43,0.45,dos
30,UDP,ntp_u,SF,1067,433,0,1,2,1,0.39,0.44,normal
10,UDP,ntp_u,SF,1843,838,0,0,1,10,0.6,0.5,normal
5,TCP,http,SF,893,1614,0,0,3,11,0.22,0.79,normal
15,ICMP,echo,SF,0,0,0,3,0,19,0.4,0.74,probe
0,TCP,http,SF,818,2133,0,1,1,6,0.1,0.85,normal
20,UDP,ntp_u,SF,901,267,0,0,1,1,0.29,0.53,normal
30,TCP,ftp,REJ,1062,1971,0,0,0,4,0.23,0.73,dos
60,TCP,http,SF,770,935,0,1,1,21,0.07,0.51,normal
120,UDP,ntp_u,SF,901,378,0,3,0,13,0.19,0.93,normal
120,TCP,http,SF,1360,1728,0,0,0,85,0.35,0.86,normal
2,TCP,smtp,SF,548,2111,0,2,3,16,0.35,0.8,normal
30,TCP,smtp,SF,2129,1488,0,1,0,42,0.09,0.68,normal
5,UDP,dns,SF,335,1539,0,1,3,18,0.65,0.89,normal
120,TCP,ftp,SF,443,2227,0,1,0,52,0.19,0.63,r2l
60,ICMP,echo,SF,0,0,0,2,1,47,0.42,0.61,probe
2,TCP,http,SF,1421,1769,0,1,1,14,0.03,0.41,normal
30,TCP,ftp,SF,185,1584,0,3,0,6,0.35,0.9,r2l
10,TCP,smtp,SF,580,0,0,1,0,0,0.24,0.25,normal
0,UDP,eco_i,SF,532,1166,0,2,0,23,0.44,0.83,normal
0,TCP,http,S1,878,2568,0,3,0,22,0.12,0.82,normal
60,TCP,http,SF,578,1664,0,3,1,55,0.24,0.72,normal
60,UDP,ntp_u,SF,662,510,0,2,3,0,0.25,0.93,normal
0,TCP,http,SF,873,850,0,3,1,34,0.49,0.74,normal
60,UDP,eco_i,SF,424,1108,0,1,2,0,0.62,0.73,normal
120,TCP,smtp,REJ,502,1276,0,0,2,6,0.06,0.67,dos
5,TCP,ftp,REJ,1624,1535,0,2,2,0,0.32,0.91,dos
120,UDP,dns,SF,1089,585,0,3,0,3,0.57,0.55,normal
30,TCP,http,SF,1692,713,0,3,0,14,0.27,0.91,normal
15,TCP,smtp,REJ,995,1684,0,3,3,29,0.29,0.66,dos
0,TCP,ftp,REJ,1027,1371,0,1,3,16,0.19,0.53,dos
0,TCP,ftp,SF,243,1511,0,0,0,4,0.46,0.79,r2l
0,UDP,eco_i,SF,532,915,0,2,0,24,0.4,0.73,normal
1,TCP,ftp,SF,1259,2171,0,3,2,30,0.12,0.44,r2l
2,TCP,ftp,SF,1017,1685,0,0,2,52,0.24,0.77,r2l
10,UDP,dns,SF,1051,5,0,2,2,3,0.57,0.78,normal
15,TCP,http,SF,152,1390,0,0,0,28,0.06,0.93,normal
0,TCP,telnet,SF,1184,1724,0,2,1,4,0.07,0.81,r2l
0,UDP,eco_i,SF,1022,237,0,1,3,42,0.54,0.47,normal
15,TCP,http,SF,680,1838,0,0,0,31,0.34,0.82,normal
30,TCP,smtp,SF,1039,1477,0,3,0,3,0.69,0.84,normal
20,TCP,telnet,SF,1979,1585,0,1,3,36,0.22,0.79,r2l
1,TCP,smtp,REJ,1200,2086,0,1,2,0,0.14,0.71,dos
15,TCP,http,SF,970,1473,0,0,3,12,0.44,0.62,normal
15,TCP,http,REJ,1533,1516,0,0,1,33,0.71,0.4,dos
20,ICMP,echo,SF,0,0,0,0,1,7,0.31,0.65,probe
20,UDP,dns,SF,797,344,0,0,1,35,0.65,0.94,normal
120,ICMP,echo,SF,0,0,0,1,0,17,0.32,0.46,probe
2,TCP,http,SF,1304,1669,0,0,1,9,0.12,0.65,normal
15,ICMP,echo,SF,0,0,0,2,2,32,0.25,0.85,probe
5,UDP,eco_i,SF,1146,702,0,2,1,40,0.51,0.54,normal
20,ICMP,echo,SF,0,0,0,2,3,15,0.38,0.73,probe
1,TCP,telnet,SF,1821,1230,0,0,0,4,0.29,0.61,r2l
0,TCP,smtp,SF,1241,1164,0,2,2,1,0.23,0.82,normal
30,TCP,telnet,S1,592,1789,0,0,2,8,0.25,0.9,r2l
0,UDP,eco_i,SF,674,1377,0,2,1,11,0.11,0.82,normal
120,TCP,http,SF,1395,1012,0,0,1,56,0.16,0.64,normal
5,UDP,dns,SF,1107,1045,0,3,3,0,0.47,0.89,normal
0,TCP,http,SF,1155,2081,0,3,0,21,0.28,0.74,normal
120,TCP,http,REJ,554,2484,0,0,1,25,0.08,0.82,dos
0,TCP,http,SF,1673,1191,0,1,1,17,0.3,0.71,normal
15,TCP,telnet,SF,753,2128,0,3,1,7,0.15,0.57,r2l
1,TCP,http,REJ,1145,2085,0,1,1,6,0.09,0.88,dos
0,TCP,ftp,SF,1265,1208,0,0,1,21,0.44,0.4,r2l
10,TCP,smtp,SF,441,1266,0,3,0,4,0.32,0.87,normal
10,TCP,smtp,SF,1505,1499,0,2,1,26,0.1,0.75,normal
60,TCP,http,REJ,827,1108,0,0,1,71,0.57,0.62,dos
5,ICMP,echo,SF,0,0,0,3,2,6,0.27,0.46,probe
0,TCP,http,SF,780,1973,0,3,1,11,0.48,0.44,normal
15,TCP,http,SF,874,1083,0,2,1,7,0.2,0.7,normal
120,TCP,ftp,SF,638,1501,0,2,0,22,0.65,0.62,r2l
0,TCP,ftp,SF,455,977,0,2,3,16,0.1,0.93,r2l
0,TCP,http,SF,1683,1546,0,2,2,1,0.15,0.93,normal
15,TCP,http,SF,272,1995,0,2,2,12,0.33,0.6,normal
60,TCP,smtp,SF,893,1385,0,2,3,14,0.03,0.71,normal
0,TCP,http,SF,707,2762,0,0,0,1,0.36,0.92,normal
20,UDP,ntp_u,SF,1692,1243,0,2,0,62,0.11,0.65,normal
2,TCP,smtp,REJ,325,1651,0,3,3,29,0.44,0.69,dos
120,TCP,ftp,REJ,633,938,0,3,1,42,0.08,0.76,dos
0,ICMP,echo,SF,0,0,0,2,0,30,0.41,0.86,probe
0,TCP,http,SF,837,1677,0,2,3,25,0.27,0.49,normal
5,TCP,smtp,SF,1512,878,0,3,3,11,0.39,0.81,normal
60,TCP,ftp,SF,2364,1431,0,1,2,25,0.15,0.64,r2l
5,ICMP,echo,SF,0,0,0,1,2,14,0.33,0.92,probe
5,UDP,eco_i,SF,958,1727,0,3,3,80,0.05,0.53,normal
60,TCP,http,SF,1408,1121,0,3,3,38,0.22,0.46,normal
10,TCP,smtp,SF,83,1384,0,2,2,11,0.23,0.86,normal
15,TCP,http,REJ,774,1928,0,3,0,44,0.43,0.65,dos
120,UDP,ntp_u,SF,653,973,0,2,1,18,0.26,0.92,normal
60,UDP,ntp_u,SF,1165,341,0,2,0,9,0.4,0.67,normal
20,ICMP,echo,SF,0,0,0,1,2,9,0.22,0.83,probe
5,TCP,http,SF,1183,1282,0,1,3,28,0.33,0.57,normal
20,TCP,http,REJ,1149,671,0,1,2,11,0.14,0.88,dos
10,TCP,smtp,SF,864,1979,0,3,1,7,0.59,0.87,normal
1,TCP,http,SF,1596,1553,0,2,0,13,0.58,0.89,normal
15,TCP,smtp,SF,654,901,0,0,3,1,0.24,0.58,normal
10,TCP,smtp,SF,1056,1611,0,0,0,24,0.52,0.26,normal
20,TCP,smtp,SF,1362,1841,0,0,1,81,0.24,0.66,normal
1,TCP,telnet,SF,1056,1222,0,2,0,31,0.35,0.81,r2l
15,TCP,ftp,SF,2136,1278,0,0,0,19,0.47,0.84,r2l
30,TCP,http,S1,1319,1248,0,3,2,19,0.36,0.85,normal
10,TCP,http,SF,833,1574,0,1,3,25,0.4,0.84,normal
1,TCP,smtp,REJ,1208,1796,0,2,1,2,0.57,0.6,dos
10,TCP,http,REJ,1302,1858,0,2,0,1,0.04,0.62,dos
20,TCP,http,SF,0,2145,0,2,2,42,0.5,0.34,normal
15,UDP,dns,SF,954,1213,0,2,0,18,0.26,0.42,normal
1,ICMP,echo,SF,0,0,0,3,3,12,0.23,0.67,probe
5,UDP,dns,SF,876,961,0,1,0,48,0.25,0.69,normal
5,UDP,ntp_u,SF,1133,1103,0,3,2,8,0.14,0.55,normal
5,UDP,ntp_u,SF,746,960,0,0,1,36,0.29,0.87,normal
15,TCP,http,REJ,607,2320,0,0,2,21,0.32,0.95,dos
15,TCP,smtp,SF,1385,1338,0,0,3,7,0.27,0.47,normal
15,ICMP,echo,SF,0,0,0,3,1,20,0.13,0.91,probe
5,TCP,telnet,SF,1101,1664,0,1,3,16,0.51,0.95,r2l
10,ICMP,echo,SF,0,0,0,3,0,10,0.29,0.54,probe
1,ICMP,echo,SF,0,0,0,3,2,56,0.07,0.81,probe
2,TCP,smtp,REJ,1107,1409,0,3,3,11,0.12,0.97,dos
15,TCP,http,SF,1498,1674,0,0,0,10,0.18,0.78,normal
5,TCP,ftp,REJ,1391,1853,0,1,3,3,0.38,0.68,dos
60,ICMP,echo,SF,0,0,0,1,1,11,0.43,0.67,probe
1,TCP,http,SF,964,2117,0,0,3,11,0.52,0.89,normal
20,UDP,dns,SF,1172,873,0,0,1,18,0.34,0.83,normal
120,TCP,ftp,SF,1243,805,0,3,3,34,0.12,0.61,r2l
120,TCP,ftp,SF,373,1781,0,1,1,11,0.64,0.59,r2l
0,TCP,http,SF,686,1425,0,1,2,0,0.22,0.77,normal
2,ICMP,echo,SF,0,0,0,1,1,15,0.4,0.67,probe
0,TCP,telnet,SF,1150,998,0,0,1,4,0.14,0.6,r2l
20,ICMP,echo,SF,0,0,0,1,3,35,0.08,0.59,probe
15,UDP,eco_i,SF,851,1508,0,2,1,32,0.49,0.63,normal
30,TCP,http,SF,1353,1613,0,3,2,5,0.12,0.71,normal
30,ICMP,echo,SF,0,0,0,3,0,31,0.03,0.57,probe
2,ICMP,echo,SF,0,0,0,0,3,2,0.42,0.81,probe
15,TCP,http,SF,1096,1742,0,1,2,7,0.47,0.86,normal
2,TCP,http,REJ,954,475,0,1,3,0,0.4,0.86,dos
60,UDP,dns,SF,768,436,0,2,3,0,0.39,0.52,normal
30,TCP,http,SF,954,1910,0,1,1,1,0.23,0.64,normal
60,TCP,http,REJ,456,1814,0,2,2,36,0.03,0.48,dos
120,ICMP,echo,SF,0,0,0,2,1,21,0.63,0.73,probe
15,UDP,eco_i,SF,491,778,0,1,3,21,0.3,0.39,normal
120,ICMP,echo,SF,0,0,0,3,0,33,0.09,0.9,probe
5,UDP,eco_i,SF,507,0,0,2,3,6,0.09,0.76,normal
2,ICMP,echo,SF,0,0,0,2,1,16,0.43,0.68,probe
15,UDP,eco_i,SF,614,752,0,0,2,12,0.23,0.61,normal
